data_avg,data_max,data_min,data_std,epoch,lr-AdamW,step,train_acc,train_loss,valid_acc,valid_accuracy,valid_balanced_accuracy,valid_cohen_kappa,valid_f1,valid_loss,valid_precision,valid_recall,valid_roc_auc
-0.06709194928407669,0.4126853942871094,-0.33583927154541016,0.21730011701583862,50,,4181,0.798275887966156,0.42857539653778076,,,,,,,,,
,,,,,0.00026913406673301124,4182,,,,,,,,,,,
,,,,51,,4263,,,0.7097222208976746,0.7097222208976746,0.7097222208976746,0.4194444417953491,0.7549824118614197,0.6143712997436523,0.6531440019607544,0.894444465637207,0.7856789827346802
-0.06770636886358261,0.41296154260635376,-0.3349848985671997,0.2169172614812851,51,,4263,0.7955938577651978,0.42890602350234985,,,,,,,,,
,,,,,0.0002617128524980314,4264,,,,,,,,,,,
,,,,52,,4345,,,0.7152777910232544,0.7152777910232544,0.7152777910232544,0.4305555522441864,0.745972752571106,0.5835822224617004,0.673378050327301,0.8361111283302307,0.787199079990387
-0.06764472275972366,0.4126747250556946,-0.3335735499858856,0.21670623123645782,52,,4345,0.7992337346076965,0.4268854856491089,,,,,,,,,
,,,,,0.0002541964827510784,4346,,,,,,,,,,,
,,,,53,,4427,,,0.7097222208976746,0.7097222208976746,0.7097222208976746,0.4194444417953491,0.7566938400268555,0.6219010949134827,0.6513025760650635,0.9027777910232544,0.7870756387710571
-0.06719545274972916,0.4143352508544922,-0.33324018120765686,0.21687553822994232,53,,4427,0.794252872467041,0.42939215898513794,,,,,,,,,
,,,,,0.0002465965471895048,4428,,,,,,,,,,,
,,,,54,,4509,,,0.7055555582046509,0.7055555582046509,0.7055555582046509,0.41111111640930176,0.7540603280067444,0.6234739422798157,0.6474103331565857,0.9027777910232544,0.7868132591247559
-0.06664739549160004,0.41577935218811035,-0.33234572410583496,0.21706515550613403,54,,4509,0.7996168732643127,0.42557746171951294,,,,,,,,,
,,,,,0.000238924764363092,4510,,,,,,,,,,,
,,,,55,,4591,,,0.7152777910232544,0.7166666388511658,0.7166666388511658,0.4333333373069763,0.7493857741355896,0.5823589563369751,0.6718061566352844,0.8472222089767456,0.7886574268341064
-0.06679747998714447,0.4170423150062561,-0.3327670395374298,0.21748074889183044,55,,4591,0.800000011920929,0.42387354373931885,,,,,,,,,
,,,,,0.0002311929636048966,4592,,,,,,,,,,,
,,,,56,,4673,,,0.7208333611488342,0.7208333611488342,0.7208333611488342,0.4416666626930237,0.746532142162323,0.5752511024475098,0.6836027503013611,0.8222222328186035,0.7899922728538513
-0.06646303087472916,0.4179159998893738,-0.3325079381465912,0.2176312506198883,56,,4673,0.8090038299560547,0.41755637526512146,,,,,,,,,
,,,,,0.00022341306679127547,4674,,,,,,,,,,,
,,,,57,,4755,,,0.7180555462837219,0.7180555462837219,0.7180555462837219,0.43611112236976624,0.7545344829559326,0.5908291339874268,0.6680942177772522,0.8666666746139526,0.7898379564285278
-0.06603120267391205,0.41943901777267456,-0.331582635641098,0.21786941587924957,57,,4755,0.8057471513748169,0.41626444458961487,,,,,,,,,
,,,,,0.00021559706995921723,4756,,,,,,,,,,,
